235919008 -> 65275009 | Standardized Lift: 1.0000 | Lift: 433.8748 | Confidence: 1.0000 | Interest: 0.002300
162864005,237602007 -> 431855005 | Standardized Lift: 0.2212 | Lift: 13.8514 | Confidence: 0.3867 | Interest: 0.006072
162864005,302870006 -> 431855005 | Standardized Lift: 0.2212 | Lift: 13.8514 | Confidence: 0.3867 | Interest: 0.006072
127013003,15777000 -> 422034002 | Standardized Lift: 0.2212 | Lift: 14.2499 | Confidence: 0.2518 | Interest: 0.003844
22298006,444814009 -> 53741008 | Standardized Lift: 0.2202 | Lift: 16.2784 | Confidence: 0.9635 | Interest: 0.012848
399211009,444814009 -> 53741008 | Standardized Lift: 0.2202 | Lift: 16.2784 | Confidence: 0.9635 | Interest: 0.012848
127013003,15777000 -> 368581000119106 | Standardized Lift: 0.2199 | Lift: 14.1763 | Confidence: 0.3279 | Interest: 0.005005
422034002,80394007 -> 97331000119101 | Standardized Lift: 0.2197 | Lift: 60.0569 | Confidence: 0.2226 | Interest: 0.002041
126906006,195662009 -> 449868002 | Standardized Lift: 0.2196 | Lift: 19.8663 | Confidence: 0.2358 | Interest: 0.002576
162864005,302870006 -> 368581000119106 | Standardized Lift: 0.2195 | Lift: 13.7544 | Confidence: 0.3182 | Interest: 0.004993
162864005,237602007 -> 368581000119106 | Standardized Lift: 0.2195 | Lift: 13.7544 | Confidence: 0.3182 | Interest: 0.004993
162864005,237602007 -> 422034002 | Standardized Lift: 0.2193 | Lift: 13.7391 | Confidence: 0.2428 | Interest: 0.003810
162864005,302870006 -> 422034002 | Standardized Lift: 0.2193 | Lift: 13.7391 | Confidence: 0.2428 | Interest: 0.003810
368581000119106,59621000 -> 80394007 | Standardized Lift: 0.2182 | Lift: 16.5797 | Confidence: 0.5045 | Interest: 0.006549
15777000,368581000119106 -> 44054006 | Standardized Lift: 0.2176 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.014309
15777000,422034002 -> 97331000119101 | Standardized Lift: 0.2174 | Lift: 59.4352 | Confidence: 0.2203 | Interest: 0.002557
431855005,444814009 -> 80394007 | Standardized Lift: 0.2169 | Lift: 12.4207 | Confidence: 0.3780 | Interest: 0.006477
15777000,431855005 -> 44054006 | Standardized Lift: 0.2165 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.014239
237602007,422034002 -> 431855005 | Standardized Lift: 0.2164 | Lift: 13.0992 | Confidence: 0.3657 | Interest: 0.005937
302870006,422034002 -> 431855005 | Standardized Lift: 0.2164 | Lift: 13.0554 | Confidence: 0.3645 | Interest: 0.005936
422034002 -> 431855005 | Standardized Lift: 0.2164 | Lift: 13.0279 | Confidence: 0.3638 | Interest: 0.005935
126906006,53741008 -> 92691004 | Standardized Lift: 0.2159 | Lift: 41.7652 | Confidence: 0.9508 | Interest: 0.004890
44054006,55822004 -> 80394007 | Standardized Lift: 0.2153 | Lift: 16.9354 | Confidence: 0.5154 | Interest: 0.006465
237602007,55822004 -> 80394007 | Standardized Lift: 0.2153 | Lift: 16.9124 | Confidence: 0.5147 | Interest: 0.006464
302870006,55822004 -> 80394007 | Standardized Lift: 0.2152 | Lift: 16.7541 | Confidence: 0.5098 | Interest: 0.006460
19169002,237602007 -> 302870006 | Standardized Lift: 0.2147 | Lift: 15.2329 | Confidence: 1.0000 | Interest: 0.013882
195662009,368581000119106 -> 422034002 | Standardized Lift: 0.2144 | Lift: 21.0756 | Confidence: 0.3724 | Interest: 0.003749
128613002,59621000 -> 84757009 | Standardized Lift: 0.2142 | Lift: 27.5903 | Confidence: 0.5327 | Interest: 0.004104
59621000,703151001 -> 84757009 | Standardized Lift: 0.2142 | Lift: 27.5903 | Confidence: 0.5327 | Interest: 0.004104
126906006,49436004 -> 92691004 | Standardized Lift: 0.2142 | Lift: 42.1803 | Confidence: 0.9603 | Interest: 0.004850
127013003,237602007 -> 422034002 | Standardized Lift: 0.2126 | Lift: 12.8169 | Confidence: 0.2265 | Interest: 0.006235
127013003,302870006 -> 422034002 | Standardized Lift: 0.2124 | Lift: 12.8081 | Confidence: 0.2263 | Interest: 0.006235
127013003 -> 422034002 | Standardized Lift: 0.2123 | Lift: 12.8011 | Confidence: 0.2262 | Interest: 0.006235
422034002,59621000 -> 97331000119101 | Standardized Lift: 0.2121 | Lift: 57.9984 | Confidence: 0.2150 | Interest: 0.002230
19169002,302870006 -> 44054006 | Standardized Lift: 0.2118 | Lift: 14.8172 | Confidence: 0.9895 | Interest: 0.013932
128613002,59621000 -> 703151001 | Standardized Lift: 0.2104 | Lift: 27.1140 | Confidence: 1.0000 | Interest: 0.007698
19169002,237602007 -> 44054006 | Standardized Lift: 0.2101 | Lift: 14.9296 | Confidence: 0.9970 | Interest: 0.013821
126906006,230690007 -> 92691004 | Standardized Lift: 0.2083 | Lift: 42.0258 | Confidence: 0.9567 | Interest: 0.004719
195662009,422034002 -> 97331000119101 | Standardized Lift: 0.2081 | Lift: 56.9178 | Confidence: 0.2110 | Interest: 0.001656
422034002,444814009 -> 97331000119101 | Standardized Lift: 0.2080 | Lift: 56.9145 | Confidence: 0.2110 | Interest: 0.002457
237602007,422034002 -> 97331000119101 | Standardized Lift: 0.2080 | Lift: 56.8925 | Confidence: 0.2109 | Interest: 0.003641
271737000,422034002 -> 44054006 | Standardized Lift: 0.2077 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.013667
302870006,422034002 -> 97331000119101 | Standardized Lift: 0.2073 | Lift: 56.7079 | Confidence: 0.2102 | Interest: 0.003642
422034002 -> 97331000119101 | Standardized Lift: 0.2068 | Lift: 56.5887 | Confidence: 0.2098 | Interest: 0.003641
422034002,44054006 -> 97331000119101 | Standardized Lift: 0.2068 | Lift: 56.5887 | Confidence: 0.2098 | Interest: 0.003641
230265002 -> 233604007 | Standardized Lift: 0.2066 | Lift: 34.3110 | Confidence: 0.3312 | Interest: 0.001982
126906006,431855005 -> 92691004 | Standardized Lift: 0.2062 | Lift: 40.2255 | Confidence: 0.9158 | Interest: 0.004670
55680006,59621000 -> 82423001 | Standardized Lift: 0.2052 | Lift: 14.8689 | Confidence: 0.7061 | Interest: 0.009602
271737000,422034002 -> 97331000119101 | Standardized Lift: 0.2045 | Lift: 55.9651 | Confidence: 0.2075 | Interest: 0.002984
127013003,195662009 -> 237602007 | Standardized Lift: 0.2040 | Lift: 15.5356 | Confidence: 0.9984 | Interest: 0.012931
127013003,59621000 -> 80394007 | Standardized Lift: 0.2028 | Lift: 12.0565 | Confidence: 0.3669 | Interest: 0.006060
110030002 -> 275272006 | Standardized Lift: 0.2024 | Lift: 37.8496 | Confidence: 0.2375 | Interest: 0.001263
126906006,68496003 -> 92691004 | Standardized Lift: 0.2023 | Lift: 40.3439 | Confidence: 0.9185 | Interest: 0.004583
443165006,444814009 -> 64859006 | Standardized Lift: 0.2014 | Lift: 20.9323 | Confidence: 1.0000 | Interest: 0.009527
19169002,410429000 -> 429007001 | Standardized Lift: 0.2011 | Lift: 26.8225 | Confidence: 1.0000 | Interest: 0.007440
10509002,422034002 -> 97331000119101 | Standardized Lift: 0.2010 | Lift: 55.0330 | Confidence: 0.2040 | Interest: 0.001393
